Region,Resultat,Ã…r,Barnfattigdomsindex
1444,3,2011,11.7
1444,3,2010,11.7
1444,3,2009,11.7
1444,3,2008,10.9
1444,1,2019,21.6
1444,1,2018,23.4
1444,1,2017,23.8
1444,1,2016,23.2
1444,1,2015,32.6
1444,1,2014,36.0
1444,1,2013,30.1
1444,1,2012,34.1
1444,1,2011,25.4
1444,1,2010,26.8
1444,1,2009,42.8
1444,1,2008,40.6
1444,2,2019,1.5
1444,2,2018,2.8
1444,2,2017,2.9
1444,2,2016,3.8
1444,2,2015,3.8
1444,2,2014,2.6
1444,2,2013,4.7
1444,2,2012,3.8
1444,2,2011,4.2
1444,2,2010,5.9
1444,2,2009,7.0
1444,2,2008,5.4
1444,1+2,2019,4.4
1444,1+2,2018,5.7
1444,1+2,2017,6.0
1444,1+2,2016,7.0
1444,1+2,2015,8.3
1444,1+2,2014,7.3
1444,1+2,2013,7.8
1444,1+2,2012,7.5
1444,1+2,2011,6.6
1444,1+2,2010,8.3
1444,1+2,2009,11.2
1444,1+2,2008,9.2
1445,3,2019,16.9
1445,3,2018,15.4
1445,3,2017,14.9
1445,3,2016,14.9
1445,3,2015,14.8
1445,3,2014,13.4
1445,3,2013,13.1
1445,3,2012,13.5
1445,3,2011,11.9
1445,3,2010,10.2
1445,3,2009,9.9
1445,3,2008,9.1
1445,1,2019,33.0
1445,1,2018,23.5
1445,1,2017,16.4
1445,1,2016,23.1
1445,1,2015,17.7
1445,1,2014,19.6
1445,1,2013,26.1
1445,1,2012,26.1
1445,1,2011,36.7
1445,1,2010,35.4
1445,1,2009,35.7
1445,1,2008,28.6
1445,2,2019,6.2
1445,2,2018,6.5
1445,2,2017,4.4
1445,2,2016,5.3
1445,2,2015,7.8
1445,2,2014,7.2
1445,2,2013,7.1
1445,2,2012,8.0
1445,2,2011,9.4
1445,2,2010,11.1
1445,2,2009,10.9
1445,2,2008,8.7
1445,1+2,2019,10.7
1445,1+2,2018,9.1
1445,1+2,2017,6.2
1445,1+2,2016,7.9
1445,1+2,2015,9.3
1445,1+2,2014,8.9
1445,1+2,2013,9.6
1445,1+2,2012,10.4
1445,1+2,2011,12.6
1445,1+2,2010,13.6
1445,1+2,2009,13.4
1445,1+2,2008,10.5
1446,3,2019,17.8
1446,3,2018,18.7
1446,3,2017,19.5
1446,3,2016,16.9
1446,3,2015,12.3
1446,3,2014,10.8
1446,3,2013,10.6
1446,3,2012,8.3
1446,3,2011,8.4
1446,3,2010,8.2
1446,3,2009,8.5
1446,3,2008,7.8
1446,1,2019,30.5
1446,1,2018,35.2
1446,1,2017,46.4
1446,1,2016,48.7
1446,1,2015,37.4
1446,1,2014,40.8
1446,1,2013,40.2
1446,1,2012,25.8
1446,1,2011,26.1
1446,1,2010,26.3
1446,1,2009,35.9
1446,1,2008,34.0
1446,2,2019,2.9
1446,2,2018,3.3
1446,2,2017,3.7
1446,2,2016,3.1
1446,2,2015,3.4
1446,2,2014,4.0
1446,2,2013,5.0
1446,2,2012,4.0
1446,2,2011,4.9
1446,2,2010,6.8
1446,2,2009,6.8
1446,2,2008,4.9
1446,1+2,2019,7.8
1446,1+2,2018,9.3
1446,1+2,2017,12.0
1446,1+2,2016,10.8
1446,1+2,2015,7.6
1446,1+2,2014,8.0
1446,1+2,2013,8.7
1446,1+2,2012,5.8
1446,1+2,2011,6.7
1446,1+2,2010,8.4
1446,1+2,2009,9.3
1446,1+2,2008,7.2
1447,3,2019,37.3
1447,3,2018,36.4
1447,3,2017,34.6
1447,3,2016,34.5
1447,3,2015,29.6
1447,3,2014,31.0
1447,3,2013,25.9
1447,3,2012,25.6
1447,3,2011,21.4
1447,3,2010,19.4
1447,3,2009,17.2
1447,3,2008,17.5
1447,1,2019,35.5
1447,1,2018,35.7
1447,1,2017,41.1
1447,1,2016,49.0
1447,1,2015,38.2
1447,1,2014,53.2
1447,1,2013,45.5
1447,1,2012,51.4
1447,1,2011,50.0
1447,1,2010,47.0
1447,1,2009,43.2
1447,1,2008,43.6
1447,2,2019,7.6
1447,2,2018,7.0
1447,2,2017,7.1
1447,2,2016,8.0
1447,2,2015,12.8
1447,2,2014,15.6
1447,2,2013,11.5
1447,2,2012,10.8
1447,2,2011,10.6
1447,2,2010,9.1
1447,2,2009,11.2
1447,2,2008,10.8
1447,1+2,2019,18.0
1447,1+2,2018,17.5
1447,1+2,2017,18.8
1447,1+2,2016,22.1
1447,1+2,2015,20.3
1447,1+2,2014,27.3
1447,1+2,2013,20.3
1447,1+2,2012,21.2
1447,1+2,2011,19.0
1447,1+2,2010,16.4
1447,1+2,2009,16.7
1447,1+2,2008,16.5
1452,3,2019,31.9
1452,3,2018,30.8
1452,3,2017,29.3
1452,3,2016,27.7
1452,3,2015,24.8
1452,3,2014,24.5
1452,3,2013,23.2
1452,3,2012,22.1
1452,3,2011,20.8
1452,3,2010,19.5
1452,3,2009,19.0
1452,3,2008,19.1
1452,1,2019,16.3
1452,1,2018,23.3
1452,1,2017,27.3
1452,1,2016,27.9
1452,1,2015,25.5
1452,1,2014,28.6
1452,1,2013,28.6
1452,1,2012,25.9
1452,1,2011,27.1
1452,1,2010,23.8
1452,1,2009,22.8
1452,1,2008,21.1
1452,2,2019,3.4
1452,2,2018,4.1
1452,2,2017,4.4
1452,2,2016,3.5
1452,2,2015,4.4
1452,2,2014,4.3
1452,2,2013,5.7
1452,2,2012,4.7
1452,2,2011,5.0
1452,2,2010,4.9
1452,2,2009,4.3
1452,2,2008,3.7
1452,1+2,2019,7.5
1452,1+2,2018,10.0
1452,1+2,2017,11.1
1452,1+2,2016,10.3
1452,1+2,2015,9.6
1452,1+2,2014,10.3
1452,1+2,2013,11.0
1452,1+2,2012,9.4
1452,1+2,2011,9.6
1452,1+2,2010,8.6
1452,1+2,2009,7.8
1452,1+2,2008,7.0
1460,3,2019,38.5
1460,3,2018,37.9
1460,3,2017,37.0
1460,3,2016,35.4
1460,3,2015,29.9
1460,3,2014,25.8
1460,3,2013,25.0
1460,3,2012,22.3
1460,3,2011,21.0
1460,3,2010,20.6
1460,3,2009,19.8
1460,3,2008,19.0
1460,1,2019,38.6
1460,1,2018,37.5
1460,1,2017,47.0
1460,1,2016,47.7
1460,1,2015,40.1
1460,1,2014,35.7
1460,1,2013,35.4
1460,1,2012,32.4
1460,1,2011,40.4
1460,1,2010,42.6
1460,1,2009,39.4
1460,1,2008,39.7
1460,2,2019,5.4
1460,2,2018,7.7
1460,2,2017,7.5
1460,2,2016,6.9
1460,2,2015,10.0
1460,2,2014,8.2
1460,2,2013,9.9
1460,2,2012,10.5
1460,2,2011,11.1
1460,2,2010,11.6
1460,2,2009,9.6
1460,2,2008,9.9
1460,1+2,2019,18.1
1460,1+2,2018,19.0
1460,1+2,2017,22.1
1460,1+2,2016,21.3
1460,1+2,2015,19.0
1460,1+2,2014,15.3
1460,1+2,2013,16.3
1460,1+2,2012,15.4
1460,1+2,2011,17.3
1460,1+2,2010,18.0
1460,1+2,2009,15.5
1460,1+2,2008,15.6
1461,3,2019,36.3
1461,3,2018,36.3
1461,3,2017,34.9
1461,3,2016,32.8
1461,3,2015,28.9
1461,3,2014,22.9
1461,3,2013,21.1
1461,3,2012,19.9
1461,3,2011,20.1
1461,3,2010,20.0
1461,3,2009,19.4
1461,3,2008,19.0
1461,1,2019,34.1
1461,1,2018,35.8
1461,1,2017,50.0
1461,1,2016,47.9
1461,1,2015,53.3
1461,1,2014,46.9
1461,1,2013,45.6
1461,1,2012,39.4
1461,1,2011,40.3
1461,1,2010,45.1
1461,1,2009,43.7
1461,1,2008,49.7
1461,2,2019,6.3
1461,2,2018,5.0
1461,2,2017,7.1
1461,2,2016,7.2
1461,2,2015,5.7
1461,2,2014,7.2
1461,2,2013,9.7
1461,2,2012,9.6
1461,2,2011,9.4
1461,2,2010,12.2
1461,2,2009,10.0
1461,2,2008,8.3
1461,1+2,2019,16.4
1461,1+2,2018,16.2
1461,1+2,2017,22.0
1461,1+2,2016,20.6
1461,1+2,2015,19.4
1461,1+2,2014,16.2
1461,1+2,2013,17.3
1461,1+2,2012,15.5
1461,1+2,2011,15.6
1461,1+2,2010,18.8
1461,1+2,2009,16.5
1461,1+2,2008,16.2
1462,3,2019,30.6
1462,3,2018,28.6
1462,3,2017,27.1
1462,3,2016,25.1
1462,3,2015,23.5
1462,3,2014,22.4
1462,3,2013,20.9
1462,3,2012,19.8
1462,3,2011,20.5
1462,3,2010,20.7
1462,3,2009,21.4
1462,3,2008,21.7
1462,1,2019,21.4
1462,1,2018,24.5
1462,1,2017,26.0
1462,1,2016,23.5
1462,1,2015,24.1
1462,1,2014,34.1
1462,1,2013,33.7
1462,1,2012,29.4
1462,1,2011,30.9
1462,1,2010,27.9
1462,1,2009,31.9
1462,1,2008,28.0
1462,2,2019,4.4
1462,2,2018,3.7
1462,2,2017,4.6
1462,2,2016,4.3
1462,2,2015,7.0
1462,2,2014,7.1
1462,2,2013,8.2
1462,2,2012,8.4
1462,2,2011,9.6
1462,2,2010,10.0
1462,2,2009,9.7
1462,2,2008,8.2
1462,1+2,2019,9.6
1462,1+2,2018,9.7
1462,1+2,2017,10.4
1462,1+2,2016,9.2
1462,1+2,2015,11.0
1462,1+2,2014,13.1
1462,1+2,2013,13.6
1462,1+2,2012,12.5
1462,1+2,2011,14.0
1462,1+2,2010,13.7
1462,1+2,2009,14.5
1462,1+2,2008,12.5
1463,3,2019,24.3
1463,3,2018,23.7
1463,3,2017,22.7
1463,3,2016,21.3
1463,3,2015,19.9
1463,3,2014,19.3
1463,3,2013,18.8
1463,3,2012,18.1
1463,3,2011,17.5
1463,3,2010,16.8
1463,3,2009,16.0
1463,3,2008,16.1
1463,1,2019,18.3
1463,1,2018,17.5
1463,1,2017,22.9
1463,1,2016,22.4
1463,1,2015,19.4
1463,1,2014,20.5
1463,1,2013,21.2
1463,1,2012,21.5
1463,1,2011,20.7
1463,1,2010,20.3
1463,1,2009,19.1
1463,1,2008,18.8
1463,2,2019,2.9
1463,2,2018,3.0
1463,2,2017,3.2
1463,2,2016,3.7
1463,2,2015,4.4
1463,2,2014,5.5
1463,2,2013,5.4
1463,2,2012,5.9
1463,2,2011,6.0
1463,2,2010,6.9
1463,2,2009,7.0
1463,2,2008,5.5
1463,1+2,2019,6.6
1463,1+2,2018,6.4
1463,1+2,2017,7.6
1463,1+2,2016,7.7
1463,1+2,2015,7.4
1463,1+2,2014,8.4
1463,1+2,2013,8.4
1463,1+2,2012,8.7
1463,1+2,2011,8.6
1463,1+2,2010,9.2
1463,1+2,2009,9.0
1463,1+2,2008,7.6
1465,3,2019,28.4
1465,3,2018,28.1
1465,3,2017,27.7
1465,3,2016,27.4
1465,3,2015,25.0
1465,3,2014,23.6
1465,3,2013,22.2
1465,3,2012,20.4
1465,3,2011,19.6
1465,3,2010,19.2
1465,3,2009,18.3
1465,3,2008,17.9
1465,1,2019,28.5
1465,1,2018,30.5
1465,1,2017,34.7
1465,1,2016,36.3
1465,1,2015,39.0
1465,1,2014,39.1
1465,1,2013,40.8
1465,1,2012,32.4
1465,1,2011,32.2
1465,1,2010,32.3
1465,1,2009,33.3
1465,1,2008,29.4
1465,2,2019,6.5
1465,2,2018,4.6
1465,2,2017,4.0
1465,2,2016,5.3
1465,2,2015,4.8
1465,2,2014,6.5
1465,2,2013,5.8
1465,2,2012,5.9
1465,2,2011,6.4
1465,2,2010,6.9
1465,2,2009,8.2
1465,2,2008,5.8
1465,1+2,2019,12.7
1465,1+2,2018,11.9
1465,1+2,2017,12.5
1465,1+2,2016,13.8
1465,1+2,2015,13.4
1465,1+2,2014,14.2
1465,1+2,2013,13.6
1465,1+2,2012,11.3
1465,1+2,2011,11.4
1465,1+2,2010,11.8
1465,1+2,2009,12.8
1465,1+2,2008,10.0
1466,3,2019,24.0
1466,3,2018,24.0
1466,3,2017,23.2
1466,3,2016,22.0
1466,3,2015,20.5
1466,3,2014,19.3
1466,3,2013,18.8
1466,3,2012,18.1
1466,3,2011,17.3
1466,3,2010,16.3
1466,3,2009,16.1
1466,3,2008,14.7
1466,1,2019,18.9
1466,1,2018,21.1
1466,1,2017,21.9
1466,1,2016,28.7
1466,1,2015,30.9
1466,1,2014,30.1
1466,1,2013,33.2
1466,1,2012,34.0
1466,1,2011,33.0
1466,1,2010,35.0
1466,1,2009,28.6
1466,1,2008,26.1
1466,2,2019,3.2
1466,2,2018,3.9
1466,2,2017,3.6
1466,2,2016,4.8
1466,2,2015,4.4
1466,2,2014,4.4
1466,2,2013,4.4
1466,2,2012,5.1
1466,2,2011,5.1
1466,2,2010,6.0
1466,2,2009,5.1
1466,2,2008,4.4
1466,1+2,2019,7.0
1466,1+2,2018,8.0
1466,1+2,2017,7.9
1466,1+2,2016,10.1
1466,1+2,2015,9.8
1466,1+2,2014,9.4
1466,1+2,2013,9.8
1466,1+2,2012,10.3
1466,1+2,2011,9.9
1466,1+2,2010,10.7
1466,1+2,2009,8.9
1466,1+2,2008,7.6
1470,3,2019,20.6
1470,3,2018,19.4
1470,3,2017,18.5
1470,3,2016,17.3
1470,3,2015,15.9
1470,3,2014,14.7
1470,3,2013,13.8
1470,3,2012,13.3
1470,3,2011,12.7
1470,3,2010,12.1
1470,3,2009,11.2
1470,3,2008,11.3
1470,1,2019,22.5
1470,1,2018,20.8
1470,1,2017,26.4
1470,1,2016,26.9
1470,1,2015,31.1
1470,1,2014,29.8
1470,1,2013,24.9
1470,1,2012,26.9
1470,1,2011,27.8
1470,1,2010,29.0
1470,1,2009,25.4
1470,1,2008,24.9
1470,2,2019,4.7
1470,2,2018,4.9
1470,2,2017,5.0
1470,2,2016,5.7
1470,2,2015,6.2
1470,2,2014,7.1
1470,2,2013,7.2
1470,2,2012,6.7
1470,2,2011,6.7
1470,2,2010,6.7
1470,2,2009,6.8
1470,2,2008,4.8
1470,1+2,2019,8.4
1470,1+2,2018,8.0
1470,1+2,2017,9.0
1470,1+2,2016,9.3
1470,1+2,2015,10.2
1470,1+2,2014,10.5
1470,1+2,2013,9.6
1470,1+2,2012,9.4
1470,1+2,2011,9.4
1470,1+2,2010,9.4
1470,1+2,2009,8.9
1470,1+2,2008,7.1
1471,3,2019,19.8
1471,3,2018,19.8
1471,3,2017,18.9
1471,3,2016,18.4
1471,3,2015,18.0
1471,3,2014,16.8
1471,3,2013,15.7
1471,3,2012,15.6
1471,3,2011,14.9
1471,3,2010,15.2
1471,3,2009,15.1
1471,3,2008,14.6
1471,1,2019,21.2
1471,1,2018,24.9
1471,1,2017,28.3
1471,1,2016,24.7
1471,1,2015,24.2
1471,1,2014,26.5
1471,1,2013,25.2
1471,1,2012,23.5
1471,1,2011,26.6
1471,1,2010,29.3
1471,1,2009,28.8
1471,1,2008,22.4
1471,2,2019,2.6
1471,2,2018,2.6
1471,2,2017,3.3
1471,2,2016,3.9
1471,2,2015,4.3
1471,2,2014,4.4
1471,2,2013,5.5
1471,2,2012,6.1
1471,2,2011,6.0
1471,2,2010,6.4
1471,2,2009,6.2
1471,2,2008,4.6
1471,1+2,2019,6.3
1471,1+2,2018,7.0
1471,1+2,2017,8.0
1471,1+2,2016,7.7
1471,1+2,2015,7.9
1471,1+2,2014,8.1
1471,1+2,2013,8.6
1471,1+2,2012,8.8
1471,1+2,2011,9.1
1471,1+2,2010,9.9
1471,1+2,2009,9.6
1471,1+2,2008,7.2
1472,3,2019,29.4
1472,3,2018,29.1
1472,3,2017,27.7
1472,3,2016,26.7
1472,3,2015,26.0
1472,3,2014,23.4
1472,3,2013,20.6
1472,3,2012,19.3
1472,3,2011,18.4
1472,3,2010,17.6
1472,3,2009,17.2
1472,3,2008,17.0
1472,1,2019,24.4
1472,1,2018,26.2
1472,1,2017,32.2
1472,1,2016,35.3
1472,1,2015,37.2
1472,1,2014,38.7
1472,1,2013,33.3
1472,1,2012,36.7
1472,1,2011,39.7
1472,1,2010,40.1
1472,1,2009,43.0
1472,1,2008,35.6
1472,2,2019,3.6
1472,2,2018,3.3
1472,2,2017,3.7
1472,2,2016,3.0
1472,2,2015,5.2
1472,2,2014,4.9
1472,2,2013,5.4
1472,2,2012,6.3
1472,2,2011,4.8
1472,2,2010,4.0
1472,2,2009,5.9
1472,2,2008,4.6
1472,1+2,2019,9.7
1472,1+2,2018,10.0
1472,1+2,2017,11.6
1472,1+2,2016,11.6
1472,1+2,2015,13.5
1472,1+2,2014,12.8
1472,1+2,2013,11.1
1472,1+2,2012,12.2
1472,1+2,2011,11.2
1472,1+2,2010,10.4
1472,1+2,2009,12.3
1472,1+2,2008,9.9
1473,3,2019,26.6
1473,3,2018,25.7
1473,3,2017,26.5
1473,3,2016,25.4
1473,3,2015,20.9
1473,3,2014,16.2
1473,3,2013,13.6
1473,3,2012,13.3
1473,3,2011,12.3
1473,3,2010,12.5
1473,3,2009,12.6
1473,3,2008,12.1
1473,1,2019,29.5
1473,1,2018,30.0
1473,1,2017,42.6
1473,1,2016,53.0
1473,1,2015,50.7
1473,1,2014,50.2
1473,1,2013,48.9
1473,1,2012,37.7
1473,1,2011,42.6
1473,1,2010,38.8
1473,1,2009,37.3
1473,1,2008,30.0
1473,2,2019,6.1
1473,2,2018,6.6
1473,2,2017,7.5
1473,2,2016,6.8
1473,2,2015,10.5
1473,2,2014,9.1
1473,2,2013,7.9
1473,2,2012,8.4
1473,2,2011,7.9
1473,2,2010,8.5
1473,2,2009,10.2
1473,2,2008,9.4
1473,1+2,2019,12.3
1473,1+2,2018,12.6
1473,1+2,2017,16.9
1473,1+2,2016,18.5
1473,1+2,2015,18.9
1473,1+2,2014,15.7
1473,1+2,2013,13.5
1473,1+2,2012,12.3
1473,1+2,2011,12.2
1473,1+2,2010,12.3
1473,1+2,2009,13.6
1473,1+2,2008,11.9
1480,3,2019,49.5
1480,3,2018,48.8
1480,3,2017,47.9
1480,3,2016,46.9
1480,3,2015,46.0
1480,3,2014,45.4
1480,3,2013,44.5
1480,3,2012,43.8
1480,3,2011,42.9
1480,3,2010,42.0
1480,3,2009,41.2
1480,3,2008,40.5
1480,1,2019,22.3
1480,1,2018,23.6
1480,1,2017,25.8
1480,1,2016,27.3
1480,1,2015,29.4
1480,1,2014,31.6
1480,1,2013,31.9
1480,1,2012,32.4
1480,1,2011,33.0
1480,1,2010,34.4
1480,1,2009,35.3
1480,1,2008,33.3
1480,2,2019,3.4
1480,2,2018,3.3
1480,2,2017,3.7
1480,2,2016,3.9
1480,2,2015,4.3
1480,2,2014,4.7
1480,2,2013,5.1
1480,2,2012,5.4
1480,2,2011,5.8
1480,2,2010,6.4
1480,2,2009,7.1
1480,2,2008,6.2
1480,1+2,2019,12.8
1480,1+2,2018,13.2
1480,1+2,2017,14.3
1480,1+2,2016,14.9
1480,1+2,2015,15.9
1480,1+2,2014,16.9
1480,1+2,2013,17.0
1480,1+2,2012,17.2
1480,1+2,2011,17.5
1480,1+2,2010,18.2
1480,1+2,2009,18.7
1480,1+2,2008,17.2
1481,3,2019,32.4
1481,3,2018,31.2
1481,3,2017,30.2
1481,3,2016,28.5
1481,3,2015,27.3
1481,3,2014,26.7
1481,3,2013,25.5
1481,3,2012,24.7
1481,3,2011,24.4
1481,3,2010,23.9
1481,3,2009,23.1
1481,3,2008,22.4
1481,1,2019,13.4
1481,1,2018,14.9
1481,1,2017,15.7
1481,1,2016,13.1
1481,1,2015,12.9
1481,1,2014,14.5
1481,1,2013,14.1
1481,1,2012,13.3
1481,1,2011,13.9
1481,1,2010,15.7
1481,1,2009,17.1
1481,1,2008,17.6
1481,2,2019,1.4
1481,2,2018,1.3
1481,2,2017,1.7
1481,2,2016,1.7
1481,2,2015,1.8
1481,2,2014,2.3
1481,2,2013,2.4
1481,2,2012,3.0
1481,2,2011,2.7
1481,2,2010,3.0
1481,2,2009,3.3
1481,2,2008,2.7
1481,1+2,2019,5.3
1481,1+2,2018,5.6
1481,1+2,2017,5.9
1481,1+2,2016,4.9
1481,1+2,2015,4.8
1481,1+2,2014,5.5
1481,1+2,2013,5.4
1481,1+2,2012,5.5
1481,1+2,2011,5.4
1481,1+2,2010,6.0
1481,1+2,2009,6.5
1481,1+2,2008,6.1
1482,3,2019,20.7
1482,3,2018,19.9
1482,3,2017,18.9
