Region,Resultat,Ã…r,Barnfattigdomsindex
1482,3,2016,17.7
1482,3,2015,16.7
1482,3,2014,16.7
1482,3,2013,16.3
1482,3,2012,16.0
1482,3,2011,15.7
1482,3,2010,15.4
1482,3,2009,15.2
1482,3,2008,14.9
1482,1,2019,18.2
1482,1,2018,17.7
1482,1,2017,18.4
1482,1,2016,15.7
1482,1,2015,16.0
1482,1,2014,18.2
1482,1,2013,17.6
1482,1,2012,18.9
1482,1,2011,19.2
1482,1,2010,21.2
1482,1,2009,24.9
1482,1,2008,22.4
1482,2,2019,1.7
1482,2,2018,1.5
1482,2,2017,2.1
1482,2,2016,2.2
1482,2,2015,2.4
1482,2,2014,2.5
1482,2,2013,2.8
1482,2,2012,3.1
1482,2,2011,3.6
1482,2,2010,4.2
1482,2,2009,3.7
1482,2,2008,3.5
1482,1+2,2019,5.1
1482,1+2,2018,4.7
1482,1+2,2017,5.2
1482,1+2,2016,4.6
1482,1+2,2015,4.7
1482,1+2,2014,5.1
1482,1+2,2013,5.2
1482,1+2,2012,5.6
1482,1+2,2011,6.1
1482,1+2,2010,6.8
1482,1+2,2009,6.9
1482,1+2,2008,6.3
1484,3,2019,29.3
1484,3,2018,28.7
1484,3,2017,27.6
1484,3,2016,25.9
1484,3,2015,24.2
1484,3,2014,21.9
1484,3,2013,21.5
1484,3,2012,20.2
1484,3,2011,18.0
1484,3,2010,17.5
1484,3,2009,16.9
1484,3,2008,16.7
1484,1,2019,35.0
1484,1,2018,31.7
1484,1,2017,36.3
1484,1,2016,40.2
1484,1,2015,42.7
1484,1,2014,34.5
1484,1,2013,40.1
1484,1,2012,42.8
1484,1,2011,35.9
1484,1,2010,37.4
1484,1,2009,38.1
1484,1,2008,42.2
1484,2,2019,4.2
1484,2,2018,3.5
1484,2,2017,3.9
1484,2,2016,4.5
1484,2,2015,5.7
1484,2,2014,4.8
1484,2,2013,5.4
1484,2,2012,4.8
1484,2,2011,5.4
1484,2,2010,6.6
1484,2,2009,6.9
1484,2,2008,6.8
1484,1+2,2019,13.2
1484,1+2,2018,11.6
1484,1+2,2017,12.9
1484,1+2,2016,13.7
1484,1+2,2015,14.7
1484,1+2,2014,11.3
1484,1+2,2013,12.8
1484,1+2,2012,12.5
1484,1+2,2011,10.9
1484,1+2,2010,12.0
1484,1+2,2009,12.2
1484,1+2,2008,12.8
1485,3,2019,35.2
1485,3,2018,34.4
1485,3,2017,33.3
1485,3,2016,32.1
1485,3,2015,29.9
1485,3,2014,28.4
1485,3,2013,26.9
1485,3,2012,25.8
1485,3,2011,24.9
1485,3,2010,24.4
1485,3,2009,23.6
1485,3,2008,22.5
1485,1,2019,26.2
1485,1,2018,25.0
1485,1,2017,27.3
1485,1,2016,30.1
1485,1,2015,28.9
1485,1,2014,30.4
1485,1,2013,31.1
1485,1,2012,29.6
1485,1,2011,30.9
1485,1,2010,31.8
1485,1,2009,34.3
1485,1,2008,33.2
1485,2,2019,2.6
1485,2,2018,2.9
1485,2,2017,3.0
1485,2,2016,3.4
1485,2,2015,4.3
1485,2,2014,4.6
1485,2,2013,4.9
1485,2,2012,4.9
1485,2,2011,5.2
1485,2,2010,5.6
1485,2,2009,5.5
1485,2,2008,4.3
1485,1+2,2019,10.9
1485,1+2,2018,10.5
1485,1+2,2017,11.1
1485,1+2,2016,11.9
1485,1+2,2015,11.7
1485,1+2,2014,12.0
1485,1+2,2013,12.0
1485,1+2,2012,11.3
1485,1+2,2011,11.6
1485,1+2,2010,12.0
1485,1+2,2009,12.3
1485,1+2,2008,10.8
1486,3,2019,46.5
1486,3,2018,46.5
1486,3,2017,46.4
1486,3,2016,45.6
1486,3,2015,43.1
1486,3,2014,41.7
1486,3,2013,39.0
1486,3,2012,38.5
1486,3,2011,36.6
1486,3,2010,35.3
1486,3,2009,34.5
1486,3,2008,32.8
1486,1,2019,25.9
1486,1,2018,27.1
1486,1,2017,31.5
1486,1,2016,30.6
1486,1,2015,29.3
1486,1,2014,29.1
1486,1,2013,30.6
1486,1,2012,27.7
1486,1,2011,30.0
1486,1,2010,26.0
1486,1,2009,25.8
1486,1,2008,23.9
1486,2,2019,8.6
1486,2,2018,9.1
1486,2,2017,10.2
1486,2,2016,9.1
1486,2,2015,8.9
1486,2,2014,10.5
1486,2,2013,8.7
1486,2,2012,8.8
1486,2,2011,8.4
1486,2,2010,9.0
1486,2,2009,8.3
1486,2,2008,7.2
1486,1+2,2019,16.6
1486,1+2,2018,17.4
1486,1+2,2017,20.1
1486,1+2,2016,18.9
1486,1+2,2015,17.7
1486,1+2,2014,18.3
1486,1+2,2013,17.3
1486,1+2,2012,16.1
1486,1+2,2011,16.3
1486,1+2,2010,15.0
1486,1+2,2009,14.3
1486,1+2,2008,12.7
1487,3,2019,33.5
1487,3,2018,33.0
1487,3,2017,32.1
1487,3,2016,30.9
1487,3,2015,28.0
1487,3,2014,25.3
1487,3,2013,23.0
1487,3,2012,20.9
1487,3,2011,19.9
1487,3,2010,19.1
1487,3,2009,17.8
1487,3,2008,17.0
1487,1,2019,31.8
1487,1,2018,32.2
1487,1,2017,35.1
1487,1,2016,35.6
1487,1,2015,37.9
1487,1,2014,34.9
1487,1,2013,36.7
1487,1,2012,32.9
1487,1,2011,34.0
1487,1,2010,34.4
1487,1,2009,32.8
1487,1,2008,30.9
1487,2,2019,3.2
1487,2,2018,2.7
1487,2,2017,3.2
1487,2,2016,3.7
1487,2,2015,4.2
1487,2,2014,5.2
1487,2,2013,5.7
1487,2,2012,5.5
1487,2,2011,5.0
1487,2,2010,5.5
1487,2,2009,5.5
1487,2,2008,4.9
1487,1+2,2019,12.8
1487,1+2,2018,12.5
1487,1+2,2017,13.4
1487,1+2,2016,13.6
1487,1+2,2015,13.6
1487,1+2,2014,12.7
1487,1+2,2013,12.8
1487,1+2,2012,11.2
1487,1+2,2011,10.8
1487,1+2,2010,11.0
1487,1+2,2009,10.3
1487,1+2,2008,9.4
1488,3,2019,42.1
1488,3,2018,41.8
1488,3,2017,40.9
1488,3,2016,40.0
1488,3,2015,39.3
1488,3,2014,38.0
1488,3,2013,37.2
1488,3,2012,34.9
1488,3,2011,33.6
1488,3,2010,33.0
1488,3,2009,31.9
1488,3,2008,31.3
1488,1,2019,31.2
1488,1,2018,31.6
1488,1,2017,34.8
1488,1,2016,36.1
1488,1,2015,41.2
1488,1,2014,42.6
1488,1,2013,44.0
1488,1,2012,41.8
1488,1,2011,41.9
1488,1,2010,42.3
1488,1,2009,38.9
1488,1,2008,35.1
1488,2,2019,2.9
1488,2,2018,2.5
1488,2,2017,3.1
1488,2,2016,3.4
1488,2,2015,3.8
1488,2,2014,4.9
1488,2,2013,5.2
1488,2,2012,5.3
1488,2,2011,5.8
1488,2,2010,6.1
1488,2,2009,5.5
1488,2,2008,4.5
1488,1+2,2019,14.8
1488,1+2,2018,14.7
1488,1+2,2017,16.1
1488,1+2,2016,16.5
1488,1+2,2015,18.5
1488,1+2,2014,19.2
1488,1+2,2013,19.6
1488,1+2,2012,18.0
1488,1+2,2011,18.0
1488,1+2,2010,18.0
1488,1+2,2009,16.2
1488,1+2,2008,14.1
1489,3,2019,23.1
1489,3,2018,22.8
1489,3,2017,22.5
1489,3,2016,21.2
1489,3,2015,20.7
1489,3,2014,20.1
1489,3,2013,19.2
1489,3,2012,18.8
1489,3,2011,17.7
1489,3,2010,16.8
1489,3,2009,16.9
1489,3,2008,16.1
1489,1,2019,15.8
1489,1,2018,15.8
1489,1,2017,17.5
1489,1,2016,19.3
1489,1,2015,22.9
1489,1,2014,22.1
1489,1,2013,23.9
1489,1,2012,25.2
1489,1,2011,25.1
1489,1,2010,24.3
1489,1,2009,25.9
1489,1,2008,23.0
1489,2,2019,2.0
1489,2,2018,2.2
1489,2,2017,2.5
1489,2,2016,2.6
1489,2,2015,3.1
1489,2,2014,3.3
1489,2,2013,4.2
1489,2,2012,4.5
1489,2,2011,4.6
1489,2,2010,5.2
1489,2,2009,5.8
1489,2,2008,4.6
1489,1+2,2019,5.2
1489,1+2,2018,5.3
1489,1+2,2017,5.9
1489,1+2,2016,6.2
1489,1+2,2015,7.2
1489,1+2,2014,7.1
1489,1+2,2013,8.0
1489,1+2,2012,8.4
1489,1+2,2011,8.2
1489,1+2,2010,8.4
1489,1+2,2009,9.2
1489,1+2,2008,7.6
1490,3,2019,41.9
1490,3,2018,40.8
1490,3,2017,39.6
1490,3,2016,38.1
1490,3,2015,36.8
1490,3,2014,35.5
1490,3,2013,34.3
1490,3,2012,32.7
1490,3,2011,31.6
1490,3,2010,30.9
1490,3,2009,30.0
1490,3,2008,29.0
1490,1,2019,16.1
1490,1,2018,16.8
1490,1,2017,20.4
1490,1,2016,22.8
1490,1,2015,26.0
1490,1,2014,26.7
1490,1,2013,29.4
1490,1,2012,27.7
1490,1,2011,29.0
1490,1,2010,31.2
1490,1,2009,31.0
1490,1,2008,27.9
1490,2,2019,2.1
1490,2,2018,2.0
1490,2,2017,2.0
1490,2,2016,2.5
1490,2,2015,3.0
1490,2,2014,3.4
1490,2,2013,3.5
1490,2,2012,4.0
1490,2,2011,4.3
1490,2,2010,4.8
1490,2,2009,4.7
1490,2,2008,4.1
1490,1+2,2019,8.0
1490,1+2,2018,8.0
1490,1+2,2017,9.3
1490,1+2,2016,10.2
1490,1+2,2015,11.4
1490,1+2,2014,11.6
1490,1+2,2013,12.4
1490,1+2,2012,11.7
1490,1+2,2011,12.1
1490,1+2,2010,12.9
1490,1+2,2009,12.6
1490,1+2,2008,11.0
1491,3,2019,24.0
1491,3,2018,24.1
1491,3,2017,23.2
1491,3,2016,22.1
1491,3,2015,20.3
1491,3,2014,18.5
1491,3,2013,17.7
1491,3,2012,16.7
1491,3,2011,16.0
1491,3,2010,15.6
1491,3,2009,15.2
1491,3,2008,14.4
1491,1,2019,20.4
1491,1,2018,22.8
1491,1,2017,24.4
1491,1,2016,26.2
1491,1,2015,28.8
1491,1,2014,28.2
1491,1,2013,32.8
1491,1,2012,30.8
1491,1,2011,35.1
1491,1,2010,37.4
1491,1,2009,33.4
1491,1,2008,32.9
1491,2,2019,2.6
1491,2,2018,2.2
1491,2,2017,3.4
1491,2,2016,3.5
1491,2,2015,3.8
1491,2,2014,5.0
1491,2,2013,5.1
1491,2,2012,5.5
1491,2,2011,5.8
1491,2,2010,6.0
1491,2,2009,5.1
1491,2,2008,4.3
1491,1+2,2019,6.9
1491,1+2,2018,7.1
1491,1+2,2017,8.2
1491,1+2,2016,8.6
1491,1+2,2015,8.9
1491,1+2,2014,9.3
1491,1+2,2013,10.0
1491,1+2,2012,9.7
1491,1+2,2011,10.4
1491,1+2,2010,10.9
1491,1+2,2009,9.4
1491,1+2,2008,8.4
1492,3,2019,34.3
1492,3,2018,34.8
1492,3,2017,33.0
1492,3,2016,32.4
1492,3,2015,29.1
1492,3,2014,23.4
1492,3,2013,20.0
1492,3,2012,17.9
1492,3,2011,17.0
1492,3,2010,17.4
1492,3,2009,17.6
1492,3,2008,18.0
1492,1,2019,44.5
1492,1,2018,41.9
1492,1,2017,48.0
1492,1,2016,47.2
1492,1,2015,52.0
1492,1,2014,47.7
1492,1,2013,45.2
1492,1,2012,36.7
1492,1,2011,37.3
1492,1,2010,40.1
1492,1,2009,41.1
1492,1,2008,41.6
1492,2,2019,4.9
1492,2,2018,4.3
1492,2,2017,4.9
1492,2,2016,5.9
1492,2,2015,6.6
1492,2,2014,8.0
1492,2,2013,8.8
1492,2,2012,8.4
1492,2,2011,8.7
1492,2,2010,8.9
1492,2,2009,11.5
1492,2,2008,9.1
1492,1+2,2019,18.5
1492,1+2,2018,17.4
1492,1+2,2017,19.1
1492,1+2,2016,19.3
1492,1+2,2015,19.8
1492,1+2,2014,17.3
1492,1+2,2013,16.1
1492,1+2,2012,13.4
1492,1+2,2011,13.6
1492,1+2,2010,14.3
1492,1+2,2009,16.8
1492,1+2,2008,15.0
1493,3,2019,21.9
1493,3,2018,20.7
1493,3,2017,20.0
1493,3,2016,19.2
1493,3,2015,17.9
1493,3,2014,17.3
1493,3,2013,17.5
1493,3,2012,16.2
1493,3,2011,15.3
1493,3,2010,15.6
1493,3,2009,15.2
1493,3,2008,14.9
1493,1,2019,20.9
1493,1,2018,18.9
1493,1,2017,22.1
1493,1,2016,27.6
1493,1,2015,24.4
1493,1,2014,27.3
1493,1,2013,29.4
1493,1,2012,23.2
1493,1,2011,24.6
1493,1,2010,27.5
1493,1,2009,26.6
1493,1,2008,24.4
1493,2,2019,3.3
1493,2,2018,2.9
1493,2,2017,3.0
1493,2,2016,3.2
1493,2,2015,4.5
1493,2,2014,4.4
1493,2,2013,4.8
1493,2,2012,5.4
1493,2,2011,5.7
1493,2,2010,6.0
1493,2,2009,6.9
1493,2,2008,5.3
1493,1+2,2019,7.1
1493,1+2,2018,6.2
1493,1+2,2017,6.8
1493,1+2,2016,7.9
1493,1+2,2015,8.0
1493,1+2,2014,8.4
1493,1+2,2013,9.1
1493,1+2,2012,8.3
1493,1+2,2011,8.6
1493,1+2,2010,9.4
1493,1+2,2009,9.9
1493,1+2,2008,8.2
1494,3,2019,21.4
1494,3,2018,20.8
1494,3,2017,19.5
1494,3,2016,18.4
1494,3,2015,17.5
1494,3,2014,16.5
1494,3,2013,15.8
1494,3,2012,15.3
1494,3,2011,14.6
1494,3,2010,14.3
1494,3,2009,14.0
1494,3,2008,13.8
1494,1,2019,20.6
1494,1,2018,18.8
1494,1,2017,23.6
1494,1,2016,22.5
1494,1,2015,22.7
1494,1,2014,25.7
1494,1,2013,22.4
1494,1,2012,22.2
1494,1,2011,22.6
1494,1,2010,21.3
1494,1,2009,23.1
1494,1,2008,21.6
1494,2,2019,2.2
1494,2,2018,2.1
1494,2,2017,2.1
1494,2,2016,2.4
1494,2,2015,2.9
1494,2,2014,3.5
1494,2,2013,3.7
1494,2,2012,3.4
1494,2,2011,3.9
1494,2,2010,3.5
1494,2,2009,4.3
1494,2,2008,3.8
1494,1+2,2019,6.1
1494,1+2,2018,5.6
1494,1+2,2017,6.3
1494,1+2,2016,6.1
1494,1+2,2015,6.4
1494,1+2,2014,7.1
1494,1+2,2013,6.6
1494,1+2,2012,6.3
1494,1+2,2011,6.6
1494,1+2,2010,6.1
1494,1+2,2009,6.9
1494,1+2,2008,6.2
1495,3,2019,34.6
1495,3,2018,33.5
1495,3,2017,31.9
1495,3,2016,31.9
1495,3,2015,28.1
1495,3,2014,26.8
1495,3,2013,25.2
1495,3,2012,22.0
1495,3,2011,21.1
1495,3,2010,20.3
1495,3,2009,19.7
1495,3,2008,18.6
1495,1,2019,23.6
1495,1,2018,23.4
1495,1,2017,29.0
1495,1,2016,35.8
1495,1,2015,34.3
1495,1,2014,36.5
1495,1,2013,35.8
1495,1,2012,25.5
1495,1,2011,25.4
1495,1,2010,27.8
1495,1,2009,24.9
1495,1,2008,26.7
1495,2,2019,2.9
1495,2,2018,2.4
1495,2,2017,3.0
1495,2,2016,3.2
1495,2,2015,4.4
1495,2,2014,4.6
1495,2,2013,4.9
1495,2,2012,5.8
1495,2,2011,6.2
1495,2,2010,5.7
1495,2,2009,6.0
1495,2,2008,5.2
1495,1+2,2019,10.1
1495,1+2,2018,9.4
1495,1+2,2017,11.3
1495,1+2,2016,13.6
1495,1+2,2015,12.8
1495,1+2,2014,13.1
1495,1+2,2013,12.7
1495,1+2,2012,10.2
1495,1+2,2011,10.2
1495,1+2,2010,10.2
1495,1+2,2009,9.8
1495,1+2,2008,9.2
1496,3,2019,28.4
1496,3,2018,27.9
1496,3,2017,27.1
1496,3,2016,26.3
1496,3,2015,25.6
1496,3,2014,24.7
1496,3,2013,24.0
1496,3,2012,22.8
1496,3,2011,22.4
1496,3,2010,22.3
1496,3,2009,21.7
1496,3,2008,20.7
1496,1,2019,13.6
1496,1,2018,15.1
1496,1,2017,18.1
1496,1,2016,15.4
1496,1,2015,17.5
1496,1,2014,19.5
1496,1,2013,20.4
1496,1,2012,20.4
1496,1,2011,23.4
1496,1,2010,23.3
1496,1,2009,24.8
1496,1,2008,19.5
1496,2,2019,1.7
1496,2,2018,1.6
1496,2,2017,1.7
1496,2,2016,1.8
1496,2,2015,2.3
1496,2,2014,2.7
1496,2,2013,3.0
1496,2,2012,3.0
1496,2,2011,3.5
1496,2,2010,4.0
1496,2,2009,3.8
1496,2,2008,3.1
1496,1+2,2019,5.1
1496,1+2,2018,5.4
1496,1+2,2017,6.1
1496,1+2,2016,5.4
1496,1+2,2015,6.2
1496,1+2,2014,6.8
1496,1+2,2013,7.2
1496,1+2,2012,7.0
1496,1+2,2011,8.0
1496,1+2,2010,8.3
1496,1+2,2009,8.4
1496,1+2,2008,6.5
1497,3,2019,17.4
1497,3,2018,17.9
1497,3,2017,17.1
1497,3,2016,15.9
1497,3,2015,16.1
1497,3,2014,14.0
1497,3,2013,14.0
1497,3,2012,13.2
1497,3,2011,12.4
1497,3,2010,12.8
1497,3,2009,12.3
1497,3,2008,11.1
1497,1,2019,20.5
1497,1,2018,22.2
1497,1,2017,22.5
1497,1,2016,21.4
1497,1,2015,26.9
1497,1,2014,19.6
1497,1,2013,18.7
1497,1,2012,14.4
1497,1,2011,18.7
1497,1,2010,19.2
1497,1,2009,27.8
1497,1,2008,19.1
1497,2,2019,3.5
1497,2,2018,3.4
1497,2,2017,3.6
1497,2,2016,3.5
1497,2,2015,4.5
1497,2,2014,6.3
1497,2,2013,4.9
1497,2,2012,5.2
1497,2,2011,6.7
1497,2,2010,6.4
1497,2,2009,8.1
1497,2,2008,5.0
1497,1+2,2019,6.4
1497,1+2,2018,6.8
1497,1+2,2017,6.8
1497,1+2,2016,6.4
1497,1+2,2015,8.1
1497,1+2,2014,8.2
1497,1+2,2013,6.8
1497,1+2,2012,6.4
1497,1+2,2011,8.2
1497,1+2,2010,8.0
1497,1+2,2009,10.5
1497,1+2,2008,6.6
1498,3,2019,22.2
1498,3,2018,21.7
1498,3,2017,20.9
1498,3,2016,19.5
1498,3,2015,18.2
1498,3,2014,17.4
1498,3,2013,16.0
1498,3,2012,15.6
1498,3,2011,15.3
1498,3,2010,14.8
1498,3,2009,14.2
1498,3,2008,14.0
1498,1,2019,27.5
1498,1,2018,22.4
1498,1,2017,26.8
1498,1,2016,29.4
1498,1,2015,21.3
1498,1,2014,26.7
1498,1,2013,25.3
1498,1,2012,20.4
1498,1,2011,25.2
1498,1,2010,26.0
1498,1,2009,30.7
1498,1,2008,29.5
1498,2,2019,5.0
1498,2,2018,4.8
1498,2,2017,6.1
1498,2,2016,5.9
1498,2,2015,4.8
1498,2,2014,6.4
1498,2,2013,8.5
1498,2,2012,9.2
1498,2,2011,7.6
1498,2,2010,9.6
1498,2,2009,8.5
1498,2,2008,5.9
1498,1+2,2019,10.0
1498,1+2,2018,8.6
1498,1+2,2017,10.4
1498,1+2,2016,10.5
1498,1+2,2015,7.8
1498,1+2,2014,10.0
1498,1+2,2013,11.2
1498,1+2,2012,11.0
1498,1+2,2011,10.3
1498,1+2,2010,12.0
1498,1+2,2009,11.7
1498,1+2,2008,9.2
1499,3,2019,33.5
1499,3,2018,31.9
1499,3,2017,30.8
1499,3,2016,29.3
1499,3,2015,27.8
1499,3,2014,25.7
1499,3,2013,24.5
1499,3,2012,21.4
1499,3,2011,19.7
1499,3,2010,18.6
1499,3,2009,17.8
1499,3,2008,16.3
1499,1,2019,31.3
1499,1,2018,31.3
1499,1,2017,28.5
1499,1,2016,38.6
1499,1,2015,46.8
1499,1,2014,44.5
1499,1,2013,49.4
1499,1,2012,42.3
1499,1,2011,41.2
1499,1,2010,41.7
1499,1,2009,39.5
1499,1,2008,35.9
1499,2,2019,3.3
1499,2,2018,3.5
1499,2,2017,2.7
1499,2,2016,3.3
1499,2,2015,3.7
1499,2,2014,4.1
1499,2,2013,4.5
1499,2,2012,4.5
1499,2,2011,5.2
1499,2,2010,5.5
1499,2,2009,6.0
1499,2,2008,5.6
1499,1+2,2019,12.7
1499,1+2,2018,12.4
1499,1+2,2017,10.7
1499,1+2,2016,13.6
1499,1+2,2015,15.7
1499,1+2,2014,14.5
1499,1+2,2013,15.5
1499,1+2,2012,12.5
1499,1+2,2011,12.3
1499,1+2,2010,12.2
1499,1+2,2009,11.9
1499,1+2,2008,10.5
